,Token Name,Address,Address Url,Crypto Type,Time Stamp,Max Supply,# of Holder,Transfers,Decimals,Token Type,Price,Market Cap,VolumeTwentyFour,Circulating Supply,Exchanges
3376,cluetoken,,,,01/06/2021 20:12:36,10.00 billion,,,N/A,Common,0.000498,4.98 million,718.33,10.00 billion,SatoExchange
3377,Merck & Co Inc,,,,01/06/2021 20:12:38,"66,273.00",,,N/A,Common,75.10,4.98 million,75.20,"66,273.00",Currency.com
3378,Philips Pay Coin,,,,01/06/2021 20:12:39,1.90 billion,,,N/A,Common,0.00260,4.93 million,608.02,1.90 billion,ProBit
3379,Gilead Sciences,,,,01/06/2021 20:12:41,"75,826.00",,,N/A,Common,64.94,4.92 million,65.22,"75,826.00",Currency.com
3380,"Xilinx, Inc.",,,,01/06/2021 20:12:42,"38,532.00",,,N/A,Common,127.55,4.91 million,"1,405","38,532.00",Currency.com
3381,Medicalchain,,,,01/06/2021 20:12:43,500.00 million,,,N/A,Common,0.00961,4.80 million,"71,822",499.95 million,"Gate.io,Huobi Global"
3382,"Dollar Tree, Inc.",,,,01/06/2021 20:12:45,"48,178.00",,,N/A,Common,98.64,4.75 million,98.78,"48,178.00",Currency.com
3383,"Exelixis, Inc.",,,,01/06/2021 20:12:46,"205,254.00",,,N/A,Common,22.70,4.66 million,90.92,"205,254.00",Currency.com
3384,1Life Healthcare Inc,,,,01/06/2021 20:12:48,"133,333.00",,,N/A,Common,34.87,4.65 million,379.49,"133,333.00",Currency.com
3385,Lukoil PJSC ADR,,,,01/06/2021 20:12:49,"55,157.00",,,N/A,Common,84.19,4.64 million,84.35,"55,157.00",Currency.com
3386,Bitcratic,0x9ec251401eafb7e98f37a1d911c0aea02cb63a80,https://etherscan.io/token/0x9ec251401eafb7e98f37a1d911c0aea02cb63a80,Etherium,01/06/2021 20:12:59,88.00 million,20804 (0.00%),25229,N/A,Common,0.0525,4.62 million,45.66,88.00 million,Bitcratic
3387,Eastman Chemical,,,,01/06/2021 20:13:01,"63,645.00",,,N/A,Common,72.57,4.62 million,0,"63,645.00",
3388,Conagra Brands Inc,,,,01/06/2021 20:13:03,"180,635.00",,,N/A,Common,25.26,4.56 million,0,"180,635.00",
3389,Wells Fargo & Co,,,,01/06/2021 20:13:04,"94,526.00",,,N/A,Common,47.08,4.45 million,377.44,"94,526.00",Currency.com
3390,Pfizer Inc,,,,01/06/2021 20:13:06,"115,326.00",,,N/A,Common,38.51,4.44 million,"2,762","115,326.00","Currency.com,FTX,Bittrex"
3391,Sysco,,,,01/06/2021 20:13:07,"74,760.00",,,N/A,Common,59.35,4.44 million,0,"74,760.00",
3392,Baozun Inc.,,,,01/06/2021 20:13:09,"118,906.00",,,N/A,Common,37.04,4.40 million,518.84,"118,906.00",Currency.com
3393,SwapCoinz,0x37109a51e712471bd2c72d8d70718627e7ff0032,https://bscscan.com/token/0x37109a51e712471bd2c72d8d70718627e7ff0032,Binance,01/06/2021 20:13:19,30.00 million,7764,47269,N/A,Common,0.1458,4.37 million,"299,521",30.00 million,FINEXBOX
3394,Grubhub,,,,01/06/2021 20:13:21,"70,861.00",,,N/A,Common,61.10,4.33 million,122.12,"70,861.00",Currency.com
3395,AdvisorShares Pure Cannabis ETF,,,,01/06/2021 20:13:22,"210,970.00",,,N/A,Common,20.52,4.33 million,40.98,"210,970.00",Currency.com
3396,Chemours,,,,01/06/2021 20:13:23,"132,943.00",,,N/A,Common,32.48,4.32 million,"3,577","132,943.00",Currency.com
3397,BNSD Finance,,,,01/06/2021 20:13:25,142.61 million,,,N/A,Common,0.03072,4.28 million,"231,980",139.20 million,"Uniswap v2,Hotbit,Bilaxy,ProBit"
3398,YY Inc.,,,,01/06/2021 20:13:27,"56,561.00",,,N/A,Common,75.33,4.26 million,830.50,"56,561.00",Currency.com
3399,Total,,,,01/06/2021 20:13:29,"88,938.00",,,N/A,Common,47.30,4.21 million,94.47,"88,938.00",Currency.com
3400,LYFT,,,,01/06/2021 20:13:30,"72,025.00",,,N/A,Common,57.97,4.18 million,57.98,"72,025.00",Currency.com
3401,iRobot Corporation,,,,01/06/2021 20:13:31,"41,992.00",,,N/A,Common,98.22,4.12 million,196.44,"41,992.00",Currency.com
3402,"TripAdvisor, Inc.",,,,01/06/2021 20:13:33,"94,679.00",,,N/A,Common,43.18,4.09 million,215.75,"94,679.00",Currency.com
3403,GW Pharmaceuticals PLC,,,,01/06/2021 20:13:34,"29,726.00",,,N/A,Common,133.86,3.98 million,0,"29,726.00",
3404,GIV Token,,,,01/06/2021 20:13:35,493.57 million,,,N/A,Common,0.00804,3.97 million,"72,424",493.57 million,"Uniswap v2,Binance DEX"
3405,Weibo Corporation,,,,01/06/2021 20:13:37,"75,154.00",,,N/A,Common,52.00,3.91 million,"3,321","75,154.00",Currency.com
3406,BioMarin Pharmaceutical Inc,,,,01/06/2021 20:13:38,"51,541.00",,,N/A,Common,75.27,3.88 million,221.68,"51,541.00",Currency.com
3407,Ipsen,,,,01/06/2021 20:13:40,"36,637.00",,,N/A,Common,104.28,3.82 million,311.84,"36,637.00",Currency.com
3408,Nordstrom,,,,01/06/2021 20:13:41,"111,259.00",,,N/A,Common,33.04,3.68 million,451.31,"111,259.00",Currency.com
3409,"CommScope Holding Company, Inc.",,,,01/06/2021 20:13:43,"224,215.00",,,N/A,Common,16.37,3.67 million,35.02,"224,215.00",Currency.com
3410,Alpha Token,,,,01/06/2021 20:13:44,278.27 million,,,N/A,Common,0.01295,3.60 million,1.05,278.27 million,EtherFlyer
3411,Kellogg,,,,01/06/2021 20:13:46,"89,126.00",,,N/A,Common,40.43,3.60 million,0,"89,126.00",
3412,Apple Inc,,,,01/06/2021 20:13:47,"28,644.00",,,N/A,Common,125.29,3.59 million,"143,328","28,644.00","Bittrex,Currency.com,FTX"
3413,Entropy Token,,,,01/06/2021 20:13:48,100.00 million,,,N/A,Common,0.03543,3.54 million,147.39,100.00 million,Binance DEX
3414,Incyte Corporation,,,,01/06/2021 20:13:50,"58,126.00",,,N/A,Common,60.26,3.50 million,0,"58,126.00",
3415,Artfinity Token,,,,01/06/2021 20:13:52,1.00 billion,,,N/A,Common,0.00340,3.40 million,"6,002","1,000.00 million",BKEX
3416,Teva Pharma Ind Adr Rep 1,,,,01/06/2021 20:13:53,"317,460.00",,,N/A,Common,10.43,3.31 million,82.59,"317,460.00",Currency.com
3417,SEED Venture,,,,01/06/2021 20:13:54,300.00 million,,,N/A,Common,0.01612,3.30 million,4.03,204.68 million,TheRockTrading
3418,Petroleo Brasileiro SA,,,,01/06/2021 20:13:56,"312,891.00",,,N/A,Common,10.54,3.30 million,"1,077","312,891.00",Currency.com
3419,Tempur Sealy International,,,,01/06/2021 20:13:57,"85,440.00",,,N/A,Common,38.16,3.26 million,666.44,"85,440.00",Currency.com
3420,Apache,0x5448d402466413ac558eb29a670e1d0fadf54bd8,https://bscscan.com/token/0x5448d402466413ac558eb29a670e1d0fadf54bd8,Binance,01/06/2021 20:14:07,"141,382.00",1442,93561,N/A,Common,23.04,3.26 million,"4,078","141,382.00",Currency.com
3421,Walgreen Boots Alliance,,,,01/06/2021 20:14:09,"61,184.00",,,N/A,Common,52.80,3.23 million,105.56,"61,184.00",Currency.com
3422,CanYa Coin,,,,01/06/2021 20:14:10,100.00 million,,,N/A,Common,0.0569,3.20 million,"200,456",56.23 million,"Binance DEX,AEX"
3423,ETFMG Alternative Harvest ETF,,,,01/06/2021 20:14:12,"153,940.00",,,N/A,Common,20.77,3.20 million,456.94,"153,940.00",Currency.com
3424,Eutelsat Communications,,,,01/06/2021 20:14:13,"285,166.00",,,N/A,Common,11.16,3.18 million,57.24,"285,166.00",Currency.com
3425,Experty Wisdom Token,,,,01/06/2021 20:14:14,79.40 million,,,N/A,Common,0.0400,3.17 million,"52,264",79.40 million,Kucoin
3426,OTCBTC Token,,,,01/06/2021 20:14:16,187.44 million,,,N/A,Common,0.01686,3.16 million,"15,051",187.44 million,MERCATOX
3427,MyWish,0xd123575D94A7aD9Bff3ad037aE9d4d52f41a7518,https://etherscan.io/token/0xd123575D94A7aD9Bff3ad037aE9d4d52f41a7518,Etherium,01/06/2021 20:14:26,10.93 million,71 (0.00%),689,N/A,Common,0.2884,3.15 million,130.06,10.93 million,Binance DEX
3428,Renault Par,,,,01/06/2021 20:14:28,"73,546.00",,,N/A,Common,41.43,3.05 million,124.07,"73,546.00",Currency.com
3429,"Patterson-UTI Energy, Inc.",,,,01/06/2021 20:14:29,"344,589.00",,,N/A,Common,8.71,3.00 million,8.72,"344,589.00",Currency.com
3430,Us Silica Holdings,,,,01/06/2021 20:14:30,"289,351.00",,,N/A,Common,10.30,2.98 million,442.90,"289,351.00",Currency.com
3431,Valid,,,,01/06/2021 20:14:32,449.85 million,,,N/A,Common,0.00663,2.98 million,"2,463",449.85 million,Lykke
3432,Walt Disney,,,,01/06/2021 20:14:33,"44,414.00",,,N/A,Common,65.59,2.91 million,"289,239","44,414.00","Gate.io,Bithumb Global,Bilaxy,PancakeSwap"
3433,Norwegian Cruise Line Holdings Ltd.,,,,01/06/2021 20:14:35,"88,999.00",,,N/A,Common,32.06,2.85 million,288.19,"88,999.00",Currency.com
3434,Macys,,,,01/06/2021 20:14:36,"153,586.00",,,N/A,Common,17.97,2.76 million,18.42,"153,586.00",Currency.com
3435,Pbf Energy Cl A,,,,01/06/2021 20:14:37,"161,134.00",,,N/A,Common,17.10,2.75 million,"3,300","161,134.00",Currency.com
3436,Tourist Review Token,,,,01/06/2021 20:14:39,8.50 billion,,,N/A,Common,0.000366,2.75 million,3.66,7.50 billion,MERCATOX
3437,Deutsche Lufthansa AG,,,,01/06/2021 20:14:40,"206,475.00",,,N/A,Common,13.24,2.73 million,"1,428","206,475.00",Currency.com
3438,Stobox Token,,,,01/06/2021 20:14:42,100.00 million,,,N/A,Common,0.1183,2.72 million,"243,163",23.00 million,"Gate.io,Uniswap v2,ProBit,Bilaxy"
3439,"Obrascon Huarte Lain, S.A.",,,,01/06/2021 20:14:43,3.63 million,,,N/A,Common,0.7444,2.70 million,6.19,3.63 million,Currency.com
3440,Nektar Therapeutics,,,,01/06/2021 20:14:45,"150,105.00",,,N/A,Common,18.00,2.70 million,17.99,"150,105.00",Currency.com
3441,Ses Fdr,,,,01/06/2021 20:14:46,"324,439.00",,,N/A,Common,8.10,2.63 million,412.18,"324,439.00",Currency.com
3442,Krios,0x838d8e11B160deC88Fe62BF0f743FB7000941e13,https://etherscan.io/token/0x838d8e11B160deC88Fe62BF0f743FB7000941e13,Etherium,01/06/2021 20:14:56,500.00 million,3281 (0.00%),4498,N/A,Common,0.00525,2.63 million,405.14,500.00 million,LATOKEN
3443,Reflex,0x159A1dFAe19057de57dFfFcbB3DA1aE784678965,https://etherscan.io/token/0x159A1dFAe19057de57dFfFcbB3DA1aE784678965,Etherium,01/06/2021 20:15:06,1.00 billion,8824 (0.00%),16671,N/A,Common,0.00253,2.53 million,493.59,1.00 billion,ABIT
3444,HolderSwap,,,,01/06/2021 20:15:07,"315,916.23",,,N/A,Common,7.68,2.43 million,76.71,"315,916.23",PancakeSwap v2
3445,Commerzbank AG,,,,01/06/2021 20:15:09,"548,809.00",,,N/A,Common,4.39,2.41 million,"43,602","548,809.00","Gate.io,Coinone,Currency.com"
3446,Momo Inc.,,,,01/06/2021 20:15:10,"166,500.00",,,N/A,Common,14.45,2.41 million,"2,267","166,500.00",Currency.com
3447,Cronos Group Inc.,,,,01/06/2021 20:15:12,"268,096.00",,,N/A,Common,8.27,2.22 million,"2,594","268,096.00",Currency.com
3448,Catex,,,,01/06/2021 20:15:14,1.26 billion,,,N/A,Common,0.00251,2.21 million,"2,862",880.03 million,"Catex,TOKOK"
3449,Energous Corporation,,,,01/06/2021 20:15:15,"811,688.00",,,N/A,Common,2.72,2.20 million,391.72,"811,688.00",Currency.com
3450,Elixir,0xc8c6a31a4a806d3710a7b38b7b296d2fabccdba8,https://etherscan.io/token/0xc8c6a31a4a806d3710a7b38b7b296d2fabccdba8,Etherium,01/06/2021 20:15:25,100.00 billion,3406,24565,N/A,Common,0.0000216,2.16 million,0,100.00 billion,
3451,CompuMar,,,,01/06/2021 20:15:27,50.00 billion,,,N/A,Common,6.85,2.14 million,158.07,"312,005.00",Bololex
3452,"NetEase, Inc.",,,,01/06/2021 20:15:28,"19,514.00",,,N/A,Common,109.37,2.13 million,333.50,"19,514.00",Currency.com
3453,Moonbase,0x26cF82e4aE43D31eA51e72B663d26e26a75AF729,https://etherscan.io/token/0x26cF82e4aE43D31eA51e72B663d26e26a75AF729,Etherium,01/06/2021 20:15:38,22.01 million,758,11898,N/A,Common,0.0969,2.13 million,"10,249",22.01 million,SushiSwap
3454,Lunch Money,,,,01/06/2021 20:15:39,189.00 million,,,N/A,Common,0.01307,2.09 million,266.30,160.10 million,"Folgory,SouthXchange"
3455,"Sage Therapeutics, Inc.",,,,01/06/2021 20:15:41,"31,617.00",,,N/A,Common,65.37,2.07 million,130.90,"31,617.00",Currency.com
3456,Hope,,,,01/06/2021 20:15:42,884.49 million,,,N/A,Common,0.00234,2.07 million,1.34 million,884.49 million,"CoinTiger,PancakeSwap"
3457,Crowdwiz,0x2f9b6779c37df5707249eeb3734bbfc94763fbe2,https://etherscan.io/token/0x2f9b6779c37df5707249eeb3734bbfc94763fbe2,Etherium,01/06/2021 20:15:53,11.17 million,1947 (0.00%),2129,N/A,Common,0.5773,2.06 million,219.79,3.57 million,Bitsten
3458,SmileDirectClub Inc,,,,01/06/2021 20:15:55,"250,000.00",,,N/A,Common,8.13,2.03 million,"2,099","250,000.00",Currency.com
3459,MutualDEX Token,,,,01/06/2021 20:15:56,1.00 billion,,,N/A,Common,0.00198,1.98 million,18.65,1.00 billion,VinDAX
3460,Holder Finance,,,,01/06/2021 20:15:57,204.58,,,N/A,Common,"9,896.28",1.93 million,191.91,194.58,PancakeSwap v2
3461,Macerich,,,,01/06/2021 20:15:59,"115,901.00",,,N/A,Common,16.54,1.92 million,82.40,"115,901.00",Currency.com
3462,Adbank,0x2baac9330cf9ac479d819195794d79ad0c7616e3,https://etherscan.io/token/0x2baac9330cf9ac479d819195794d79ad0c7616e3,Etherium,01/06/2021 20:16:10,1.00 billion,5930 ( -0.017%),39603,N/A,Common,0.00316,1.89 million,"31,245",597.92 million,"Kucoin,Bitcratic,EXRATES"
3463,Feyorra,,,,01/06/2021 20:16:12,1.01 billion,,,N/A,Common,0.00431,1.77 million,"117,172",409.60 million,"Bithumb Global,CoinTiger,Bololex"
3464,Asian Fintech,,,,01/06/2021 20:16:13,500.00 million,,,N/A,Common,0.00691,1.73 million,717.22,250.00 million,"LATOKEN,CREX24"
3465,Decentralized Currency Assets,,,,01/06/2021 20:16:15,3.22 billion,,,N/A,Common,0.000684,1.68 million,2.14,2.46 billion,Catex
3466,XFUEL,,,,01/06/2021 20:16:16,650.00 million,,,N/A,Common,0.00257,1.67 million,734.37,650.00 million,"ProBit,CREX24"
3467,USDCoin,,,,01/06/2021 20:16:18,2.15 million,,,N/A,Common,0.7329,1.57 million,0,2.15 million,
3468,Lendingblock,0x0947b0e6d821378805c9598291385ce7c791a6b2,https://etherscan.io/token/0x0947b0e6d821378805c9598291385ce7c791a6b2,Etherium,01/06/2021 20:16:29,1.00 billion,5037 ( -0.040%),31297,N/A,Common,0.00150,1.50 million,115.94,1.00 billion,"Bilaxy,HitBTC"
3469,"Puma Biotechnology, Inc.",,,,01/06/2021 20:16:31,"140,213.00",,,N/A,Common,10.62,1.49 million,10.99,"140,213.00",Currency.com
3470,Boosted Finance,,,,01/06/2021 20:16:32,"98,589.31",,,N/A,Common,14.81,1.46 million,4.10,"98,478.21",Hotbit
3471,BlitzPredict,0x28dee01d53fed0edf5f6e310bf8ef9311513ae40,https://etherscan.io/token/0x28dee01d53fed0edf5f6e310bf8ef9311513ae40,Etherium,01/06/2021 20:16:43,950.87 million,21929 (0.00%),46622,N/A,Common,0.00150,1.40 million,125.21,934.62 million,Bancor
3472,Dragon Coin,,,,01/06/2021 20:16:44,442.70 million,,,N/A,Common,0.00312,1.38 million,208.04,442.70 million,HitBTC
3473,MAKES,,,,01/06/2021 20:16:46,200.00 million,,,N/A,Common,0.03560,1.37 million,126.75,38.53 million,"Coinmargin,ExMarkets"
3474,RealTract,0xd7394087e1dbbe477fe4f1cf373b9ac9459565ff,https://etherscan.io/token/0xd7394087e1dbbe477fe4f1cf373b9ac9459565ff,Etherium,01/06/2021 20:16:57,35.00 billion,8219 (0.00%),16030,N/A,Common,0.000131,1.36 million,282.87,10.35 billion,MERCATOX
3475,BitBoost,0x1500205f50bf3fd976466d0662905c9ff254fc9c,https://etherscan.io/token/0x1500205f50bf3fd976466d0662905c9ff254fc9c,Etherium,01/06/2021 20:17:07,50.00 million,1280 (0.00%),8093,N/A,Common,0.02698,1.35 million,"8,281",50.00 million,"MERCATOX,CREX24"
3476,"Tilray, Inc.",,,,01/06/2021 20:17:09,"79,126.00",,,N/A,Common,17.00,1.34 million,"21,565","79,126.00","Currency.com,FTX"
3477,Lemon Bet,,,,01/06/2021 20:17:10,1.00 million,,,N/A,Common,1.40,1.40 million,"1,594",1.00 million,resfinex
3478,CorionX,0x26a604DFFE3ddaB3BEE816097F81d3C4a2A4CF97,https://etherscan.io/token/0x26a604DFFE3ddaB3BEE816097F81d3C4a2A4CF97,Etherium,01/06/2021 20:17:20,400.00 million,1097 ( -0.365%),10789,N/A,Common,0.00326,1.30 million,"221,729",400.00 million,"Bilaxy,ProBit,BitMart"
3479,Mobile Go,,,,01/06/2021 20:17:22,100.00 million,,,N/A,Common,0.01685,1.30 million,1.78 million,76.95 million,"DigiFinex,Bitforex"
3480,Safe Tesla,,,,01/06/2021 20:17:23,1.00 quadrillion,,,N/A,Common,0.000000001,1.29 million,"43,410",1.00 quadrillion,PancakeSwap
3481,Oikos,0x18aCf236eB40c0d4824Fb8f2582EBbEcD325Ef6a,https://bscscan.com/token/0x18aCf236eB40c0d4824Fb8f2582EBbEcD325Ef6a,Binance,01/06/2021 20:17:34,121.63 million,899,9426,N/A,Common,0.01055,1.28 million,"2,448",121.63 million,BiKi
3482,Martian DAO,,,,01/06/2021 20:17:35,1.00 quadrillion,,,N/A,Common,0.000000001,1.28 million,590.31,1.00 quadrillion,PancakeSwap
3483,SnowgeCoin,0x5e9280d53f28281ce098c8f64e49f5f5dc9ea185,https://bscscan.com/token/0x5e9280d53f28281ce098c8f64e49f5f5dc9ea185,Binance,01/06/2021 20:17:45,1.00 billion,5977,29235,N/A,Common,0.001217,1.22 million,"27,994",1.00 billion,PancakeSwap
3484,whitex,TD2dhNc3fm4EaktzfybjsGKTVWhomsEVdJ,https://tronscan.org/#/address/TD2dhNc3fm4EaktzfybjsGKTVWhomsEVdJ,Unknown,01/06/2021 20:18:04,200.00 million,,,N/A,Common,0.00579,1.16 million,"51,492",199.96 million,"SatoExchange,Bitsten,Dex-Trade,LATOKEN,Bololex"
3485,Satoexchange Token,,,,01/06/2021 20:18:06,238.03 million,,,N/A,Common,0.00481,1.14 million,"43,085",238.03 million,"SatoExchange,LATOKEN"
3486,WW,,,,01/06/2021 20:18:07,999.50 million,,,N/A,Common,0.001062,1.06 million,7.39,999.50 million,Unnamed.Exchange
3487,BRAPPER,,,,01/06/2021 20:18:09,69.00 billion,,,N/A,Common,0.0000153,1.06 million,0,69.00 billion,
3488,SAFE Community Token,,,,01/06/2021 20:18:11,666.67 billion,,,N/A,Common,0.00000158,1.05 million,291.33,666.67 billion,PancakeSwap
3489,TBC Shopping Token,,,,01/06/2021 20:18:12,100.00 billion,,,N/A,Common,0.0000105,1.05 million,285.80,99.98 billion,Bitcratic
3490,"Clovis Oncology, Inc.",,,,01/06/2021 20:18:14,"205,592.00",,,N/A,Common,5.05,1.04 million,20.20,"205,592.00",Currency.com
3491,Reserve,0x196f4727526eA7FB1e17b2071B3d8eAA38486988,https://etherscan.io/token/0x196f4727526eA7FB1e17b2071B3d8eAA38486988,Etherium,01/06/2021 20:18:25,1.03 million,314,3643,N/A,Common,0.9994,1.03 million,"38,643",1.03 million,"Gate.io,Liquid,Bittrex"
3492,Litbinex Coin,,,,01/06/2021 20:18:26,9.73 billion,,,N/A,Common,0.000106,1.03 million,0,9.73 billion,
3493,HashBX,,,,01/06/2021 20:18:28,1.00 billion,,,N/A,Common,0.001006,1.01 million,0.0397,1.00 billion,"CREX24,STEX"
3494,DigitalTicks,,,,01/06/2021 20:18:29,128.00 million,,,N/A,Common,0.00782,1.00 million,1.57,128.00 million,MERCATOX
3495,Cryptonetix,,,,01/06/2021 20:18:31,100.00 million,,,N/A,Common,0.00991,"991,322",0,100.00 million,
3496,War Gold,,,,01/06/2021 20:18:32,103.94 million,,,N/A,Common,0.00910,"945,775","125,087",103.94 million,PancakeSwap
3497,TRADEVELLING,,,,01/06/2021 20:18:34,13.00 million,,,N/A,Common,0.0726,"944,310",0,13.00 million,
3498,Bitcoin Sport,,,,01/06/2021 20:18:36,21.00 million,,,N/A,Common,0.0398,"835,482",3.07,21.00 million,Waves.Exchange
3499,"Intercept Pharmaceuticals, Inc.",,,,01/06/2021 20:18:37,"44,818.00",,,N/A,Common,17.11,"766,836","2,020","44,818.00",Currency.com
3500,Alibaba Group Holding Limited,,,,01/06/2021 20:18:39,"26,652.00",,,N/A,Common,27.96,"745,184",27.98,"26,652.00",Currency.com
3501,Bitibu Coin,,,,01/06/2021 20:18:40,400.00 million,,,N/A,Common,0.00184,"734,305",7.29,400.00 million,FINEXBOX
3502,TCASH,0x7051620d11042c4335069AaA4f10Cd3B4290C681,https://etherscan.io/token/0x7051620d11042c4335069AaA4f10Cd3B4290C681,Etherium,01/06/2021 20:18:51,88.00 million,88443 (0.00%),92551,N/A,Common,0.00805,"708,132","58,358",88.00 million,"EtherFlyer,Hotbit"
3503,CREX token,,,,01/06/2021 20:18:52,"200,000.00",,,N/A,Common,3.48,"696,901",444.71,"200,000.00",CREX24
3504,Purpose Coin,,,,01/06/2021 20:18:53,10.00 million,,,N/A,Common,0.0694,"694,397",230.95,10.00 million,"Waves.Exchange,CREX24"
3505,Raicoin,,,,01/06/2021 20:18:55,26.05 million,,,N/A,Common,0.02630,"685,216",3.06,26.05 million,Atomars
3506,TheOvORide,,,,01/06/2021 20:18:57,1.00 million,,,N/A,Common,712.29,"664,780","27,715",933.30,Uniswap v2
3507,Frigies,,,,01/06/2021 20:18:58,10.00 million,,,N/A,Common,0.0639,"637,794",0.4187,9.98 million,Waves.Exchange
3508,Torpedo,,,,01/06/2021 20:18:59,1.00 quadrillion,,,N/A,Common,0.000000001,"613,888","1,014",1.00 quadrillion,PancakeSwap
3509,OlympusToken,,,,01/06/2021 20:19:01,1.00 trillion,,,N/A,Common,0.000000563,"562,731",0,1.00 trillion,
3510,Goal Bonanza,,,,01/06/2021 20:19:02,510.00 million,,,N/A,Common,0.001101,"561,490",0,510.00 million,
3511,Mars Crater,,,,01/06/2021 20:19:04,1.00 quadrillion,,,N/A,Common,0.000000001,"557,102","4,225",1.00 quadrillion,PancakeSwap
3512,Flip,0x3a1bda28adb5b0a812a7cf10a1950c920f79bcd3,https://etherscan.io/token/0x3a1bda28adb5b0a812a7cf10a1950c920f79bcd3,Etherium,01/06/2021 20:19:15,100.00 million,3859 (0.00%),15468,N/A,Common,0.00525,"525,408",125.41,100.00 million,HitBTC
3513,Nicheman,,,,01/06/2021 20:19:16,1.00 quadrillion,,,N/A,Common,0.000000005,"493,113","12,057",96.65 trillion,"Hotbit,PancakeSwap"
3514,Sparkle Loyalty,,,,01/06/2021 20:19:18,70.00 million,,,N/A,Common,0.00697,"487,716",249.72,70.00 million,"CoinTiger,STEX"
3515,StableUSD,0xa4bdb11dc0a2bec88d24a3aa1e6bb17201112ebe,https://etherscan.io/token/0xa4bdb11dc0a2bec88d24a3aa1e6bb17201112ebe,Etherium,01/06/2021 20:19:28,"453,165.24",620 ( 0.323%),5727,N/A,Common,1.05,"477,818",195.50,"453,165.24","Bittrex,CREX24"
3516,WOLK,,,,01/06/2021 20:19:29,61.18 million,,,N/A,Common,0.00755,"462,116",0,61.18 million,
3517,BannerCoin,,,,01/06/2021 20:19:31,100.00 million,,,N/A,Common,0.00450,"450,221",157.27,100.00 million,ProBit
3518,1Million Token,,,,01/06/2021 20:19:32,"995,699.23",,,N/A,Common,0.4463,"444,351","13,627","995,698.79","VinDAX,SatoExchange,Unnamed.Exchange"
3519,ASIMI,,,,01/06/2021 20:19:34,66.49 million,,,N/A,Common,0.01497,"425,769",387.58,28.45 million,Waves.Exchange
3520,RMPL,0xe17f017475a709de58e976081eb916081ff4c9d5,https://etherscan.io/token/0xe17f017475a709de58e976081eb916081ff4c9d5,Etherium,01/06/2021 20:19:44,"843,010.00",1378,52068,N/A,Common,0.4736,"399,271","1,775","843,010.00","Uniswap v2,Bithumb Global"
3521,Lokum Token,,,,01/06/2021 20:19:46,5.54 million,,,N/A,Common,0.0688,"380,920",0,5.54 million,
3522,Treasure Financial Coin,,,,01/06/2021 20:19:47,500.00 million,,,N/A,Common,0.000734,"366,994",0.000769,500.00 million,CREX24
3523,Crypto Property,,,,01/06/2021 20:19:48,2.13 billion,,,N/A,Common,0.000171,"363,036","123,937",2.13 billion,ProBit
3524,IMOX,,,,01/06/2021 20:19:50,5.00 billion,,,N/A,Common,0.000070,"349,201",0,5.00 billion,
3525,eGold,0x6025f65f6b2f93d8ed1efedc752acfd4bdbcec3e,https://etherscan.io/token/0x6025f65f6b2f93d8ed1efedc752acfd4bdbcec3e,Etherium,01/06/2021 20:20:00,20.00 million,1064,2705,N/A,Common,0.01655,"331,096",184.78,20.00 million,SouthXchange
3526,CoinLion,,,,01/06/2021 20:20:02,260.47 million,,,N/A,Common,0.00206,"329,733","979,247",159.70 million,"Gate.io,Uniswap v2,BiKi,Bitcratic"
3527,Trendline50,,,,01/06/2021 20:20:03,"29,815.20",,,N/A,Common,11.01,"328,224",0,"29,815.20",
3528,X8Currency,,,,01/06/2021 20:20:05,85.24 million,,,N/A,Common,0.00380,"324,227",378.77,85.24 million,Bancor
3529,Helpico,,,,01/06/2021 20:20:07,5.03 million,,,N/A,Common,0.0606,"304,460",8.30,5.03 million,FINEXBOX
3530,Sandcoin,,,,01/06/2021 20:20:09,2.55 million,,,N/A,Common,0.1005,"256,179",0,2.55 million,
3531,MasterCoin,,,,01/06/2021 20:20:11,9.00 million,,,N/A,Common,0.02823,"254,078",0,9.00 million,
3532,YFOX Finance,,,,01/06/2021 20:20:12,"23,000.00",,,N/A,Common,9.79,"225,218","48,087","23,000.00","Hotbit,Bilaxy"
3533,Switch,0xd6a55c63865affd67e2fb9f284f87b7a9e5ff3bd,https://etherscan.io/token/0xd6a55c63865affd67e2fb9f284f87b7a9e5ff3bd,Etherium,01/06/2021 20:20:23,13.56 million,4893 ( 0.020%),72072,N/A,Common,0.01696,"205,418",146.44,12.11 million,"ProBit,Hotbit,STEX,CREX24"
3534,Enumivo,,,,01/06/2021 20:20:25,161.15 million,,,N/A,Common,0.001211,"195,122","726,724",161.15 million,AEX
3535,Bitcoin 3,,,,01/06/2021 20:20:26,21.00 million,,,N/A,Common,0.00917,"192,564",137.87,21.00 million,Five Star Exchange
3536,CryptoWater,0x13ca8eb6405cfbe2eae5d00207651002083fbc9d,https://etherscan.io/token/0x13ca8eb6405cfbe2eae5d00207651002083fbc9d,Etherium,01/06/2021 20:20:36,"163,691.00",33,86,N/A,Common,1.17,"192,124",759.66,"163,691.00","VinDAX,Bololex"
3537,Silverway,0x4c1c4957d22d8f373aed54d0853b090666f6f9de,https://etherscan.io/token/0x4c1c4957d22d8f373aed54d0853b090666f6f9de,Etherium,01/06/2021 20:20:46,1.00 billion,40208 (0.00%),43122,N/A,Common,0.000191,"191,265","2,114","1,000.00 million",Binance DEX
