,Token Name,Address,Address Url,Crypto Type,Time Stamp,Max Supply,# of Holder,Transfers,Decimals,Token Type,Price,Market Cap,VolumeTwentyFour,Circulating Supply,Exchanges
2102,Engraved Token,,,,01/06/2021 19:16:03,"753,945.50",,,N/A,Common,0,0,0,"660,945.15",
2103,Bitether,0x499a6b77bc25c26bcf8265e2102b1b3dd1617024,https://etherscan.io/token/0x499a6b77bc25c26bcf8265e2102b1b3dd1617024,Etherium,01/06/2021 19:16:14,10.00 million,1485 (0.00%),10802,N/A,Common,0,0,0,10.00 million,
2104,Nutshells,,,,01/06/2021 19:16:15,1.00 million,,,N/A,Common,0,0,0,"21,860.00",
2105,Kylix,,,,01/06/2021 19:16:16,1.00 million,,,N/A,Common,0,0,0,10.00,
2106,Rent Token,,,,01/06/2021 19:16:18,500.00 million,,,N/A,Common,0,0,0,500.00 million,
2107,Redvolution,,,,01/06/2021 19:16:19,20.99 million,,,N/A,Common,0,0,0,20.99 million,
2108,Neubulous Token,,,,01/06/2021 19:16:21,23.00 million,,,N/A,Common,0,0,0,23.00 million,
2109,GoldenTickets,,,,01/06/2021 19:16:22,917.00,,,N/A,Common,0,0,0,917.00,
2110,Golem Network Token Wrapped,,,,01/06/2021 19:16:24,"20,765.35",,,N/A,Common,0,0,0,"20,765.35",
2111,CehhCoin,,,,01/06/2021 19:16:25,"638,715.00",,,N/A,Common,0,0,0,"638,541.00",
2112,CanadaCoin,,,,01/06/2021 19:16:26,36.74 billion,,,N/A,Common,0,0,0,36.74 billion,
2113,MPST,,,,01/06/2021 19:16:28,"10,000.00",,,N/A,Common,0,0,0,24.00,
2114,MODO,,,,01/06/2021 19:16:29,100.00 million,,,N/A,Common,0,0,0,350.00,
2115,MyCryptoSpot,,,,01/06/2021 19:16:30,50.00 million,,,N/A,Common,0,0,0,"235,139.00",
2116,MMBT,,,,01/06/2021 19:16:32,20.00 million,,,N/A,Common,0,0,0,95.00,
2117,CTLcoin,,,,01/06/2021 19:16:33,0,,,N/A,Common,0,0,0,0,
2118,Wednesday Coin,,,,01/06/2021 19:16:35,21.00 billion,,,N/A,Common,0,0,0,21.00 billion,
2119,HappyCoin,0xEeE690AAA67d1eE33365c02C3Bf477A93867052f,https://etherscan.io/token/0xEeE690AAA67d1eE33365c02C3Bf477A93867052f,Etherium,01/06/2021 19:16:45,100.00 million,512,1841,N/A,Common,0,0,0,17.00 million,
2120,We Bet Crypto,,,,01/06/2021 19:16:46,40.00 million,,,N/A,Common,0,0,0,40.00 million,
2121,TEU Tokens,,,,01/06/2021 19:16:48,25.00 million,,,N/A,Common,0,0,0,25.00 million,
2122,TDT,,,,01/06/2021 19:16:49,0,,,N/A,Common,0,0,0,0,
2123,Rasputin Onli...,,,,01/06/2021 19:16:50,5.00 million,,,N/A,Common,0,0,0,1.38 million,
2124,Rezox,,,,01/06/2021 19:16:52,64.00 million,,,N/A,Common,0,0,0,64.00 million,
2125,Kitten Coin,,,,01/06/2021 19:16:53,400.00 million,,,N/A,Common,0,0,0,400.00 million,
2126,KahnChat,,,,01/06/2021 19:16:55,80.00 million,,,N/A,Common,0,0,0,80.00 million,
2127,Just,TCFLL5dx5ZJdKnWuesXxi1VPwjLVmWZZy9,https://tronscan.org/#/address/TCFLL5dx5ZJdKnWuesXxi1VPwjLVmWZZy9,Unknown,01/06/2021 19:17:12,"28,000,000,000,005,000,000.00",,,N/A,Common,0,0,0,"28,000,000,000,005,000,000.00",
2128,Gimli,0xae4f56f072c34c0a65b3ae3e4db797d831439d93,https://etherscan.io/token/0xae4f56f072c34c0a65b3ae3e4db797d831439d93,Etherium,01/06/2021 19:17:23,150.00 million,940 (0.00%),3546,N/A,Common,0,0,0,80.00 million,
2129,GNEISS Coin,,,,01/06/2021 19:17:24,1.00 billion,,,N/A,Common,0,0,0,1.00 billion,
2130,Ginni Token,,,,01/06/2021 19:17:26,152.85 million,,,N/A,Common,0,0,0,5.69 million,
2131,W-GNT,,,,01/06/2021 19:17:27,"81,743.06",,,N/A,Common,0,0,0,"81,743.06",
2132,GramGold Token,,,,01/06/2021 19:17:29,1.00 billion,,,N/A,Common,0,0,0,1.00 billion,
2133,Dragon Exchange Token,,,,01/06/2021 19:17:30,"100,000.00",,,N/A,Common,0,0,0,"100,000.00",
2134,Deertoken,,,,01/06/2021 19:17:32,23.00 million,,,N/A,Common,0,0,0,23.00 million,
2135,REDEEM Token,,,,01/06/2021 19:17:33,100.00 million,,,N/A,Common,0,0,0,100.00 million,
2136,Bullioncoin,,,,01/06/2021 19:17:35,100.00 million,,,N/A,Common,0,0,0,100.00 million,
2137,BullishRunCrypto,,,,01/06/2021 19:17:36,5.00 million,,,N/A,Common,0,0,0,5.00 million,
2138,StatusGenesis,,,,01/06/2021 19:17:38,34.64 million,,,N/A,Common,0,0,0,34.64 million,
2139,SGelderCoin,,,,01/06/2021 19:17:41,50.00 million,,,N/A,Common,0,0,0,"426,514.00",
2140,Interplanetary Broadcast Coin,,,,01/06/2021 19:17:42,51.33 million,,,N/A,Common,0,0,0,49.55 million,
2141,RewardMob,,,,01/06/2021 19:17:44,774.98 million,,,N/A,Common,0,0,0,774.98 million,
2142,LiveBit,,,,01/06/2021 19:17:45,100.00 million,,,N/A,Common,0,0,0,"2,250.00",
2143,Blockchain Capital,,,,01/06/2021 19:17:47,10.00 million,,,N/A,Common,0,0,0,10.00 million,
2144,BlockChain Board of Derivatives Token,,,,01/06/2021 19:17:48,"717,093.23",,,N/A,Common,0,0,0,"717,093.23",
2145,Aducoin,,,,01/06/2021 19:17:50,110.01 billion,,,N/A,Common,0,0,0,110.01 billion,
2146,DimeCoin,,,,01/06/2021 19:17:52,0,,,N/A,Common,0.0000070,0,"8,549",0,"CREX24,MERCATOX"
2147,Cryptoabs,,,,01/06/2021 19:17:53,"1,000,000,000,000,000,100,000.00",,,N/A,Common,0,0,0,"1,000,000,000,000,000,100,000.00",
2148,BitDollars,,,,01/06/2021 19:17:55,1.00 million,,,N/A,Common,0,0,0,1.00 million,
2149,1BIT,,,,01/06/2021 19:17:57,1.00 billion,,,N/A,Common,0,0,0,1.00 billion,
2150,POLTOKEN.PL,,,,01/06/2021 19:17:58,100.00 million,,,N/A,Common,0,0,0,"137,424.00",
2151,MyBitX,,,,01/06/2021 19:18:00,1.00 billion,,,N/A,Common,0,0,0,1.00 billion,
2152,ICO OpenLedger,,,,01/06/2021 19:18:01,"472,649.00",,,N/A,Common,0,0,0,"465,952.00",
2153,Astra,,,,01/06/2021 19:18:03,0,,,N/A,Common,0,0,0,0,
2154,CometCoin,,,,01/06/2021 19:18:05,2.00 million,,,N/A,Common,0,0,0,"872,830.00",
2155,BINPAY,,,,01/06/2021 19:18:07,0,,,N/A,Common,0.00405,0,"44,512",0,"CoinTiger,CREX24"
2156,YachtCoin,,,,01/06/2021 19:18:08,100.00 million,,,N/A,Common,0,0,0,100.00 million,
2157,Yesterday Token,,,,01/06/2021 19:18:10,"777,832.03",,,N/A,Common,0,0,0,"777,679.45",
2158,Yellow Token,,,,01/06/2021 19:18:11,21.00 million,,,N/A,Common,0,0,0,11.80 million,
2159,YoshiCoin,,,,01/06/2021 19:18:12,372.00,,,N/A,Common,0,0,0,372.00,
2160,SatanCoin,,,,01/06/2021 19:18:14,666.00,,,N/A,Common,0,0,0,666.00,
2161,CoinsMet,,,,01/06/2021 19:18:15,10.00 million,,,N/A,Common,0,0,0,10.00 million,
2162,Spectre,,,,01/06/2021 19:18:16,0,,,N/A,Common,0.1133,0,8.89,0,ProBit
2163,Coin Tour,,,,01/06/2021 19:18:18,19.12 million,,,N/A,Common,0,0,0,19.12 million,
2164,CodeCoin,,,,01/06/2021 19:18:20,500.00 million,,,N/A,Common,0,0,0,500.00 million,
2165,BiCode,,,,01/06/2021 19:18:21,"100,000.00",,,N/A,Common,0,0,0,"100,000.00",
2166,RxSmartCoffee,,,,01/06/2021 19:18:22,300.00 million,,,N/A,Common,0,0,0,300.00 million,
2167,XCVA,,,,01/06/2021 19:18:24,"999,997.00",,,N/A,Common,0,0,0,"999,997.00",
2168,Unikoin Gold,,,,01/06/2021 19:18:25,1.00 billion,,,N/A,Common,0,0,0,143.27 million,
2169,Useless Token,,,,01/06/2021 19:18:27,100.00 million,,,N/A,Common,0,0,0,"100,000.00",
2170,Tomahawkcoin,,,,01/06/2021 19:18:28,200.00 million,,,N/A,Common,0,0,0,2.06 million,
2171,Tidal Waves,,,,01/06/2021 19:18:30,1.00 million,,,N/A,Common,0,0,0,"218,006.00",
2172,FNKOS,0x0707681f344deb24184037fc0228856f2137b02e,https://etherscan.io/token/0x0707681f344deb24184037fc0228856f2137b02e,Etherium,01/06/2021 19:18:40,1.00 billion,77779 (0.00%),81297,N/A,Common,0,0,0,137.88 million,
2173,TOPS,,,,01/06/2021 19:18:41,51.00 million,,,N/A,Common,0,0,0,190.00,
2174,ThankYou,,,,01/06/2021 19:18:43,70.00 million,,,N/A,Common,0,0,0,61.02 million,
2175,TEXCOIN,,,,01/06/2021 19:18:44,50.00 million,,,N/A,Common,0,0,0,50.00 million,
2176,Stylocoin,,,,01/06/2021 19:18:46,20.00 million,,,N/A,Common,0,0,0,2.73 million,
2177,SRE_Token,,,,01/06/2021 19:18:47,100.00 million,,,N/A,Common,0,0,0,63.98 million,
2178,Summer,,,,01/06/2021 19:18:48,1.00 million,,,N/A,Common,0,0,0,10.00,
2179,SIBERIA,,,,01/06/2021 19:18:51,130.00 million,,,N/A,Common,0,0,0,183.00,
2180,Pump Coin,,,,01/06/2021 19:18:52,1.00 million,,,N/A,Common,0,0,0,1.00 million,
2181,preVITO,,,,01/06/2021 19:18:53,10.00 million,,,N/A,Common,0,0,0,10.00 million,
2182,NicNacToken,,,,01/06/2021 19:18:55,365.00 billion,,,N/A,Common,0,0,0,"13,929.00",
2183,PeerBanks,,,,01/06/2021 19:18:56,1.00 million,,,N/A,Common,0,0,0,"1,749.00",
2184,pospool_io,,,,01/06/2021 19:18:58,"999,772.37",,,N/A,Common,0,0,0,"999,772.37",
2185,KNOWS,,,,01/06/2021 19:18:59,100.00 million,,,N/A,Common,0,0,0,85.66 million,
2186,Lalena,,,,01/06/2021 19:19:01,5.45 million,,,N/A,Common,0,0,0,5.45 million,
2187,GrantsBounty,,,,01/06/2021 19:19:07,"149,990.00",,,N/A,Common,0,0,0,"3,401.00",
2188,Grant,,,,01/06/2021 19:19:09,31.54 million,,,N/A,Common,0,0,0,"69,744.00",
2189,FENIX&WAVES,,,,01/06/2021 19:19:10,60.00 million,,,N/A,Common,0,0,0,60.00 million,
2190,Fincoin,,,,01/06/2021 19:19:12,10.00 billion,,,N/A,Common,0,0,0,"1,000.00 million",
2191,ESportscoin,,,,01/06/2021 19:19:14,12.10 million,,,N/A,Common,0,0,0,11.15 million,
2192,EQUI,,,,01/06/2021 19:19:16,500.00 million,,,N/A,Common,0,0,0,"10,639.00",
2193,DARF,,,,01/06/2021 19:19:18,84.00 million,,,N/A,Common,0,0,0,5.40 million,
2194,cryptoSterling,,,,01/06/2021 19:19:19,10.00 billion,,,N/A,Common,0,0,0,206.00,
2195,Core Group Asset,,,,01/06/2021 19:19:21,"999,990.32",,,N/A,Common,0,0,0,"999,990.32",
2196,Cryptogene Token,,,,01/06/2021 19:19:22,50.00 million,,,N/A,Common,0,0,0,50.00 million,
2197,Blokcloud,,,,01/06/2021 19:19:24,21.00 million,,,N/A,Common,0,0,0,40.00,
2198,$bkt,,,,01/06/2021 19:19:26,"119,999.00",,,N/A,Common,0,0,0,"96,944.00",
2199,CryptoBazaar,,,,01/06/2021 19:19:27,75.00 million,,,N/A,Common,0,0,0,21.00,
2200,Ananas Ecosystem Token,,,,01/06/2021 19:19:28,10.00 million,,,N/A,Common,0,0,0,10.00 million,
2201,BirTal,,,,01/06/2021 19:19:30,18.00 million,,,N/A,Common,0,0,0,18.00 million,
2202,Remicoin,0x7Dc4f41294697a7903C4027f6Ac528C5d14cd7eB,https://etherscan.io/token/0x7Dc4f41294697a7903C4027f6Ac528C5d14cd7eB,Etherium,01/06/2021 19:19:40,84.00 million,404 (0.00%),11638,N/A,Common,0,0,0,"1,507.00",
2203,A-Token,,,,01/06/2021 19:19:42,30.00 million,,,N/A,Common,0,0,0,"56,459.00",
2204,AP Glasscoin,,,,01/06/2021 19:19:43,0,,,N/A,Common,0,0,0,0,
2205,Agro token,,,,01/06/2021 19:19:45,100.00 million,,,N/A,Common,0,0,0,100.00 million,
2206,ALTOCAR,,,,01/06/2021 19:19:46,1.59 million,,,N/A,Common,0,0,0,"798,586.93",
2207,Affchain,,,,01/06/2021 19:19:47,3.60 million,,,N/A,Common,0,0,0,3.60 million,
2208,2B4T,,,,01/06/2021 19:19:49,50.00 million,,,N/A,Common,0,0,0,50.00 million,
2209,NATA,,,,01/06/2021 19:19:50,220.30 million,,,N/A,Common,0,0,0,176.08 million,
2210,NECH,,,,01/06/2021 19:19:52,500.00 million,,,N/A,Common,0,0,0,30.23 million,
2211,Coinnec,,,,01/06/2021 19:19:53,0,,,N/A,Common,0.0000121,0,0.3976,0,CREX24
2212,FinCoin,,,,01/06/2021 19:19:55,1.81 billion,,,N/A,Common,0,0,0,12.88 million,
2213,CrowdWave,,,,01/06/2021 19:19:56,150.00 million,,,N/A,Common,0,0,0,150.00 million,
2214,Auscoin,,,,01/06/2021 19:19:58,0,,,N/A,Common,0.00585,0,0.2222,0,CREX24
2215,GridPay,,,,01/06/2021 19:19:59,300.00 million,,,N/A,Common,0,0,0,39.24 million,
2216,WaVialcoin (ViC),,,,01/06/2021 19:20:01,84.00 million,,,N/A,Common,0,0,0,82.04 million,
2217,XEL,,,,01/06/2021 19:20:03,100.00 million,,,N/A,Common,0,0,0,91.68 million,
2218,CoinPulseToken,,,,01/06/2021 19:20:05,100.00 million,,,N/A,Common,0,0,0,9.29 million,
2219,Robomed,,,,01/06/2021 19:20:07,761.35 million,,,N/A,Common,0,0,0,761.35 million,
2220,Lykke 1-year forward coin,,,,01/06/2021 19:20:08,0,,,N/A,Common,0.01211,0,19.84,0,Lykke
2221,LimburgCoin,,,,01/06/2021 19:20:10,"1,000.00 million",,,N/A,Common,0,0,0,"1,000.00 million",
2222,SquashCoin,,,,01/06/2021 19:20:11,1.00 million,,,N/A,Common,0,0,0,"13,550.00",
2223,KrossCoin,,,,01/06/2021 19:20:13,802.61 million,,,N/A,Common,0,0,0,802.61 million,
2224,ANRYZE,,,,01/06/2021 19:20:15,112.50 million,,,N/A,Common,0,0,0,100.63 million,
2225,Lightning Bitcoin,,,,01/06/2021 19:20:16,0,,,N/A,Common,0.8264,0,0,0,
2226,Orbis Token,,,,01/06/2021 19:20:18,68.96 million,,,N/A,Common,0,0,0,19.17 million,
2227,Coupit,,,,01/06/2021 19:20:19,0,,,N/A,Common,0.000068,0,0,0,
2228,BigGoldFishCoin,,,,01/06/2021 19:20:21,0,,,N/A,Common,0,0,0,0,
2229,SphereCoin,,,,01/06/2021 19:20:22,0,,,N/A,Common,0,0,0,0,
2230,Environ,,,,01/06/2021 19:20:24,932.72 million,,,N/A,Common,0,0,0,132.72 million,
2231,DKK Token,,,,01/06/2021 19:20:25,0,,,N/A,Common,0,0,0,0,
2232,EcoBit,,,,01/06/2021 19:20:27,8.89 billion,,,N/A,Common,0,0,0,444.44 million,
2233,Waves Turkish Lira,,,,01/06/2021 19:20:28,"999,785.41",,,N/A,Common,0,0,0,"999,785.41",
2234,Brickblock Token,,,,01/06/2021 19:20:30,0,,,N/A,Common,0,0,0,0,
2235,WE Copyright Chain,,,,01/06/2021 19:20:31,0,,,N/A,Common,0,0,0,0,
2236,Tether CNY,,,,01/06/2021 19:20:33,0,,,N/A,Common,0,0,0,0,
2237,Cryptic Coin,,,,01/06/2021 19:20:34,0,,,N/A,Common,0.0000126,0,0,0,
2238,DCAex,,,,01/06/2021 19:20:36,0,,,N/A,Common,0,0,0,0,
2239,World Friendship Coin,,,,01/06/2021 19:20:37,0,,,N/A,Common,0,0,0,0,
2240,Visa Application Chain,,,,01/06/2021 19:20:39,0,,,N/A,Common,0,0,0,0,
2241,CLAMS,,,,01/06/2021 19:20:41,16.97 million,,,N/A,Common,0,0,0,3.31 million,
2242,Advanced Technology Coin,,,,01/06/2021 19:20:42,0,,,N/A,Common,0,0,0,0,
2243,Digital Rupiah,,,,01/06/2021 19:20:44,100.00 million,,,N/A,Common,0,0,0,100.00 million,
2244,Bitcoin Uranium,,,,01/06/2021 19:20:45,0,,,N/A,Common,0,0,0,0,
2245,SteadyNode,,,,01/06/2021 19:20:46,0,,,N/A,Common,0,0,0,0,
2246,Bitpark Coin,,,,01/06/2021 19:20:48,100.00 million,,,N/A,Common,0,0,0,75.00 million,
2247,Global Cryptocurrency,,,,01/06/2021 19:20:49,0,,,N/A,Common,0.001097,0,351.04,0,CoinDeal
2248,MonetaryUnit,,,,01/06/2021 19:20:52,0,,,N/A,Common,0.00877,0,"4,916",0,Bittrex
2249,DataShieldCoinBank,,,,01/06/2021 19:20:53,0,,,N/A,Common,0,0,0,0,
2250,Qbic,,,,01/06/2021 19:20:55,0,,,N/A,Common,0,0,0,0,
2251,Pura,,,,01/06/2021 19:20:57,181.62 million,,,N/A,Common,0,0,0,174.84 million,
2252,OZEX,,,,01/06/2021 19:20:58,0,,,N/A,Common,0,0,0,0,
2253,Akoin,,,,01/06/2021 19:21:00,0,,,N/A,Common,0,0,0,0,
2254,Pepe Cash,,,,01/06/2021 19:21:02,0,,,N/A,Common,0,0,0,0,
2255,Readcoin,,,,01/06/2021 19:21:04,800.00 million,,,N/A,Common,0,0,0,800.00 million,
2256,Diamond,,,,01/06/2021 19:21:07,0,,,N/A,Common,2.54,0,405.76,0,"ExMarkets,CREX24"
2257,Flash,,,,01/06/2021 19:21:09,0,,,N/A,Common,0.00183,0,415.32,0,CREX24
2258,SolarLab,,,,01/06/2021 19:21:10,20.00 million,,,N/A,Common,0,0,0,1.00,
2259,DuctatusCoin,,,,01/06/2021 19:21:11,0,,,N/A,Common,0,0,0,0,
2260,Oyster,0x1844b21593262668b7248d0f57a220caaba46ab9,https://etherscan.io/token/0x1844b21593262668b7248d0f57a220caaba46ab9,Etherium,01/06/2021 19:21:25,104.22 million,13595,76410,N/A,Common,0,0,0,58.90 million,
2261,PRASM,0x1a66e09f7dccc10eae46e27cfa6b8d44a50df1e7,https://etherscan.io/token/0x1a66e09f7dccc10eae46e27cfa6b8d44a50df1e7,Etherium,01/06/2021 19:21:36,4.00 billion,764,6873,N/A,Common,0,0,0,2.03 billion,
2262,BANKEX,0x45245bc59219eeaaf6cd3f382e078a461ff9de7b,https://etherscan.io/token/0x45245bc59219eeaaf6cd3f382e078a461ff9de7b,Etherium,01/06/2021 19:21:54,400.00 million,15156 ( 0.013%),58128,N/A,Common,0,0,0,91.70 million,
2263,Energy Block,,,,01/06/2021 19:21:55,0,,,N/A,Common,0,0,0,0,
2264,Loco,,,,01/06/2021 19:21:57,18.59 million,,,N/A,Common,0,0,0,9.29 million,
2265,CometCoin,,,,01/06/2021 19:21:58,0,,,N/A,Common,0,0,0,0,
2266,Guess Chain,,,,01/06/2021 19:22:05,0,,,N/A,Common,0.00208,0,0,0,
2267,Spindle,0x1dEa979ae76f26071870F824088dA78979eb91C8,https://etherscan.io/token/0x1dEa979ae76f26071870F824088dA78979eb91C8,Etherium,01/06/2021 19:22:16,0,16866 ( 0.006%),93710,N/A,Common,0.000064,0,"3,134",0,Bancor
2268,Nerves,0xee5dfb5ddd54ea2fb93b796a8a1b83c3fe38e0e6,https://etherscan.io/token/0xee5dfb5ddd54ea2fb93b796a8a1b83c3fe38e0e6,Etherium,01/06/2021 19:22:26,10.00 billion,4890 (0.00%),15078,N/A,Common,0,0,0,4.88 billion,
2269,Ifoods Chain,,,,01/06/2021 19:22:28,10.00 billion,,,N/A,Common,0,0,0,2.50 billion,
2270,TFChain,,,,01/06/2021 19:22:29,0,,,N/A,Common,0.00464,0,0,0,
2271,BCG Chain,,,,01/06/2021 19:22:31,0,,,N/A,Common,0.001098,0,0,0,
2272,Bitmark,,,,01/06/2021 19:22:32,0,,,N/A,Common,0,0,0,0,
2273,Nimiq Exchange Token,,,,01/06/2021 19:22:34,10.50 million,,,N/A,Common,0,0,0,10.50 million,
2274,QOS,,,,01/06/2021 19:22:35,0,,,N/A,Common,0.000200,0,60.54,0,CoinTiger
2275,KKGame,,,,01/06/2021 19:22:37,0,,,N/A,Common,0,0,0,0,
2276,Prospectors,,,,01/06/2021 19:22:38,211.01 million,,,N/A,Common,0,0,0,55.75 million,
2277,Eximchain,0x00c4b398500645eb5da00a1a379a88b11683ba01,https://etherscan.io/token/0x00c4b398500645eb5da00a1a379a88b11683ba01,Etherium,01/06/2021 19:22:48,150.00 million,2649 (0.00%),14013,N/A,Common,0,0,0,67.31 million,
2278,Malcoin,,,,01/06/2021 19:22:50,1.00 billion,,,N/A,Common,0,0,0,"51,685.00",
2279,Crypto,,,,01/06/2021 19:22:52,65.79 million,,,N/A,Common,0,0,0,13.74 million,
2280,E-CurrencyCoin,,,,01/06/2021 19:22:53,0,,,N/A,Common,0,0,0,0,
2281,Rise,,,,01/06/2021 19:22:55,0,,,N/A,Common,0,0,0,0,
2282,Janus,,,,01/06/2021 19:22:57,25.20 million,,,N/A,Common,0,0,0,23.02 million,
2283,Revenu,,,,01/06/2021 19:22:58,222.72 million,,,N/A,Common,0,0,0,1.20 million,
2284,DADI,0xfb2f26f266fb2805a387230f2aa0a331b4d96fba,https://etherscan.io/token/0xfb2f26f266fb2805a387230f2aa0a331b4d96fba,Etherium,01/06/2021 19:23:08,100.00 million,9550 (0.00%),60734,N/A,Common,0,0,0,74.79 million,
2285,Tao,,,,01/06/2021 19:23:10,0,,,N/A,Common,0,0,0,0,
2286,Krypstal,,,,01/06/2021 19:23:12,105.01 million,,,N/A,Common,0,0,0,25.01 million,
2287,Zebi,,,,01/06/2021 19:23:14,0,,,N/A,Common,0.00750,0,25.28,0,Hotbit
2288,XiaoMiCoin,,,,01/06/2021 19:23:15,0,,,N/A,Common,0,0,0,0,
2289,EB3coin,,,,01/06/2021 19:23:17,4.00 billion,,,N/A,Common,0,0,0,64.10 million,
2290,Bean Cash,,,,01/06/2021 19:23:18,50.00 billion,,,N/A,Common,0,0,0,2.31 billion,
2291,Scorum Coins,,,,01/06/2021 19:23:19,0,,,N/A,Common,0.01172,0,5.24,0,Hotbit
2292,PizzaCoin,,,,01/06/2021 19:23:21,25.00 million,,,N/A,Common,0,0,0,1.38 million,
2293,Crypto Escudo,,,,01/06/2021 19:23:22,1.00 billion,,,N/A,Common,0,0,0,144.11 million,
2294,Shift,,,,01/06/2021 19:23:24,0,,,N/A,Common,0,0,0,0,
2295,FNX&WVS,,,,01/06/2021 19:23:26,6.00 million,,,N/A,Common,0,0,0,6.00 million,
2296,CounterParty,,,,01/06/2021 19:23:27,0,,,N/A,Common,2.24,0,"57,863",0,"Dex-Trade,VinDAX,Zaif"
2297,Virta Unique Coin,,,,01/06/2021 19:23:29,120.00 million,,,N/A,Common,0,0,0,62.95 million,
2298,COSS,0x7d3cb11f8c13730c24d01826d8f2005f0e1b348f,https://etherscan.io/token/0x7d3cb11f8c13730c24d01826d8f2005f0e1b348f,Etherium,01/06/2021 19:23:40,200.00 million,583 (0.00%),6179,N/A,Common,0,0,0,118.81 million,
2299,privateBANKX,,,,01/06/2021 19:23:41,3.00 million,,,N/A,Common,0,0,0,2.27 million,
2300,Soarcoin,0xD65960FAcb8E4a2dFcb2C2212cb2e44a02e2a57E,https://etherscan.io/token/0xD65960FAcb8E4a2dFcb2C2212cb2e44a02e2a57E,Etherium,01/06/2021 19:23:53,5.00 billion,79886,86656,N/A,Common,0,0,0,1.08 billion,
2301,Rialto.AI,,,,01/06/2021 19:23:54,100.00 million,,,N/A,Common,0,0,0,81.98 million,
2302,Quazar Coin,,,,01/06/2021 19:23:56,0,,,N/A,Common,0,0,0,0,
2303,Farad,0x0abefb7611cb3a01ea3fad85f33c3c934f8e2cf4,https://etherscan.io/token/0x0abefb7611cb3a01ea3fad85f33c3c934f8e2cf4,Etherium,01/06/2021 19:24:06,1.60 billion,4514,13941,N/A,Common,0,0,0,1.55 billion,
2304,Phore,,,,01/06/2021 19:24:08,0,,,N/A,Common,0.2233,0,"8,385",0,"CREX24,LATOKEN,Graviex,Unnamed.Exchange"
2305,EtherGold,,,,01/06/2021 19:24:10,"500,000.00",,,N/A,Common,0,0,0,"499,999.96",
2306,Unity Ingot,,,,01/06/2021 19:24:11,10.00 billion,,,N/A,Common,0,0,0,202.00 million,
2307,Rawcoin,,,,01/06/2021 19:24:13,0,,,N/A,Common,0,0,0,0,
2308,AppleCoin,,,,01/06/2021 19:24:14,1.60 billion,,,N/A,Common,0,0,0,"127,252.00",
2309,POLY AI,,,,01/06/2021 19:24:16,29.00 million,,,N/A,Common,0,0,0,2.28 million,
2310,JIO Token,,,,01/06/2021 19:24:17,8.89 million,,,N/A,Common,0,0,0,1.91 million,
2311,CaliphCoin,,,,01/06/2021 19:24:19,135.00 million,,,N/A,Common,0,0,0,6.65 million,
2312,Ecoreal Estate,,,,01/06/2021 19:24:20,1.00 billion,,,N/A,Common,0,0,0,139.86 million,
2313,Cofound.it,,,,01/06/2021 19:24:22,500.00 million,,,N/A,Common,0,0,0,325.00 million,
2314,Apex,,,,01/06/2021 19:24:23,676.99 million,,,N/A,Common,0,0,0,444.79 million,
2315,RiskChain,,,,01/06/2021 19:24:25,0,,,N/A,Common,0.0000130,0,23.90,0,Hotbit
2316,Pascal Coin,,,,01/06/2021 19:24:26,0,,,N/A,Common,0.0610,0,"39,386",0,"TOKOK,Bilaxy,FINEXBOX,qTrade,Vitex"
2317,Aurora DAO,,,,01/06/2021 19:24:28,1.00 billion,,,N/A,Common,0,0,0,139.21 million,
2318,BitcoinCash Futures,,,,01/06/2021 19:24:29,0,,,N/A,Common,0,0,0,0,
2319,Kittehcoin,,,,01/06/2021 19:24:31,0,,,N/A,Common,0,0,0,0,
2320,MazaCoin,,,,01/06/2021 19:24:33,2.42 billion,,,N/A,Common,0,0,0,1.06 billion,
2321,W3Coin,,,,01/06/2021 19:24:35,200.00 billion,,,N/A,Common,0,0,0,51.74 billion,
2322,Bulwark,0xf80d589b3dbe130c270a69f1a69d050f268786df,https://etherscan.io/token/0xf80d589b3dbe130c270a69f1a69d050f268786df,Etherium,01/06/2021 19:24:46,14.10 million,1323,45276,N/A,Common,0,0,0,13.78 million,
2323,Premium,,,,01/06/2021 19:24:47,0,,,N/A,Common,0,0,0,0,
2324,BitGreen,,,,01/06/2021 19:24:49,0,,,N/A,Common,0.2900,0,"8,439",0,ProBit
2325,Flappy Coin,,,,01/06/2021 19:24:50,0,,,N/A,Common,0,0,0,0,
2326,Mothership,0x68aa3f232da9bdc2343465545794ef3eea5209bd,https://etherscan.io/token/0x68aa3f232da9bdc2343465545794ef3eea5209bd,Etherium,01/06/2021 19:25:00,188.10 million,2664 ( 0.038%),25220,N/A,Common,0,0,0,136.77 million,
2327,Wexcoin,,,,01/06/2021 19:25:01,10.00 billion,,,N/A,Common,0,0,0,"265,375.00",
2328,Aion,,,,01/06/2021 19:25:03,0,,,N/A,Common,0.1279,0,"98,320",0,Hotbit
2329,Newbium,0x814964b1bceaf24e26296d031eadf134a2ca4105,https://etherscan.io/token/0x814964b1bceaf24e26296d031eadf134a2ca4105,Etherium,01/06/2021 19:25:14,49.00 million,378 (0.00%),1466,N/A,Common,0,0,0,49.00 million,
2330,MapleNode,,,,01/06/2021 19:25:16,100.00 million,,,N/A,Common,0,0,0,"529,091.00",
2331,XenixCoin,,,,01/06/2021 19:25:17,3.85 million,,,N/A,Common,0,0,0,"10,100.00",
